Rank	Taxonpath	Taxon	X018	X058	X134	X074	X089	X081	X106	X004	X069	X053	X132	X111	X131	X124	X085	X055	X016	X033	X023	X013	X001	X044	X066	X003	X040	X106b	X048	X127	X110	X107	X091	X026	X082	X076	X037	X130	X010	X092	X108b	X070	X075	X098	X122	X056	X068	X095	X090	X063	X137	X102	X133	X103	X120	X060	X087	X078	X114	X030	X042	X065	X009	X031	X104	X036	X135	X071	X006	X043	X099	X080	X136	X054	X117	X084	X041	X118	X049	X125	X046	X096b	X038	X007	X100b	X022	X105	X051	X093	X011	X012	X112b	X014	X086	X079	X021	X059	X020	X002	X039	X123	X121	X034	X005	X113	X035	X027	X128	X064	X032	X029	X096	X052	X045	X115	X015	X119	X094b	X116	X077	X047	X025	X109	X072	X024	X110b	X098b	X100	X017	X126	X101	X092b	X094	X112	X062	X008	X067	X057	X090b	X083	X028	X061	X019	X104b	X073	X050	X097	X108	X102b	X088	X129
class	Main genome;Archaea;Archaea (superkingdom);DPANN;Micrarchaeota;Micrarchaeia	Micrarchaeia	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
class	Chloroplast;Eukaryota (Chloroplast);SAR (Chloroplast);Alveolata (Chloroplast);Apicomplexa (Chloroplast);Colpodellidea (Chloroplast)	Colpodellidea (Chloroplast)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Chloroplast;Eukaryota (Chloroplast);SAR (Chloroplast);Alveolata (Chloroplast);Dinoflagellata (Chloroplast);Dinophyceae (Chloroplast)	Dinophyceae (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Chloroplast;Eukaryota (Chloroplast);SAR (Chloroplast);Stramenopiles (Chloroplast);Ochrophyta (Chloroplast);Bacillariophyta (Chloroplast)	Bacillariophyta (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
class	Chloroplast;Eukaryota (Chloroplast);SAR (Chloroplast);Stramenopiles (Chloroplast);Ochrophyta (Chloroplast);Bolidophyceae (Chloroplast)	Bolidophyceae (Chloroplast)	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	2	0	0	1	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	1	0	2	0	0	1	2	0	0	2	2	0	0	1	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	2	0	0	0	0	0	0	1	0
class	Chloroplast;Eukaryota (Chloroplast);SAR (Chloroplast);Stramenopiles (Chloroplast);Ochrophyta (Chloroplast);Chrysophyceae (Chloroplast)	Chrysophyceae (Chloroplast)	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	5	3	0	0	3	0	0	0	0	0	2	0	3	1	0	0	1	1	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	1	0	2	2	5	0	0	3	0	0	0	2	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	6	0	2	0	0	0	0	0	0	0	0
class	Chloroplast;Eukaryota (Chloroplast);SAR (Chloroplast);Stramenopiles (Chloroplast);Ochrophyta (Chloroplast);Dictyochophyceae (Chloroplast)	Dictyochophyceae (Chloroplast)	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	2	0	2	0	0	0	3	0	0	0	0	0	1	1	0	0	0	2	0	3	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	2	3	0	0	2	0	0	2	1	0	0	2	2	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0
class	Chloroplast;Eukaryota (Chloroplast);SAR (Chloroplast);Stramenopiles (Chloroplast);Ochrophyta (Chloroplast);Pelagophyceae (Chloroplast)	Pelagophyceae (Chloroplast)	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
class	Chloroplast;Eukaryota (Chloroplast);SAR (Chloroplast);Stramenopiles (Chloroplast);Ochrophyta (Chloroplast);Pinguiophyceae (Chloroplast)	Pinguiophyceae (Chloroplast)	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
class	Chloroplast;Eukaryota (Chloroplast);Archaeplastida (Chloroplast);Chloroplastida (Chloroplast);Chlorophyta (Chloroplast);Chlorodendrophyceae (Chloroplast)	Chlorodendrophyceae (Chloroplast)	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	1	1	1	1	0	0	2	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1
class	Chloroplast;Eukaryota (Chloroplast);Archaeplastida (Chloroplast);Chloroplastida (Chloroplast);Chlorophyta (Chloroplast);Mamiellophyceae (Chloroplast)	Mamiellophyceae (Chloroplast)	2	0	1	1	1	2	1	2	2	1	1	1	1	1	1	0	3	2	3	1	2	4	0	2	0	0	1	1	0	0	1	2	2	1	3	1	1	1	0	2	1	1	2	0	3	2	3	2	1	0	1	0	1	1	2	2	2	4	1	0	1	2	1	1	1	2	1	4	1	2	1	1	1	1	2	2	1	2	1	1	3	1	1	0	0	0	1	1	2	1	2	1	2	2	0	0	3	3	2	2	2	1	1	1	2	0	0	3	4	1	1	2	0	2	1	2	1	3	1	1	0	2	2	0	1	1	3	1	1	1	2	0	1	1	0	0	2	2	3	0	2	1	1	0	1	0	0	1	3
class	Chloroplast;Eukaryota (Chloroplast);Archaeplastida (Chloroplast);Chloroplastida (Chloroplast);Chlorophyta (Chloroplast);Pedinophyceae (Chloroplast)	Pedinophyceae (Chloroplast)	0	0	0	1	0	1	0	2	2	0	0	0	0	1	0	0	0	0	1	0	2	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	3	1	0	2	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	2	1	0	2	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	3	0	0	2	0	0	0	3	0	1	0	0	0	0	2	0
class	Chloroplast;Eukaryota (Chloroplast);Archaeplastida (Chloroplast);Chloroplastida (Chloroplast);Chlorophyta (Chloroplast);Prasino-Clade-9 (Chloroplast)	Prasino-Clade-9 (Chloroplast)	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
class	Chloroplast;Eukaryota (Chloroplast);Archaeplastida (Chloroplast);Chloroplastida (Chloroplast);Chlorophyta (Chloroplast);Prasino-Clade-V (Chloroplast)	Prasino-Clade-V (Chloroplast)	0	0	0	0	1	2	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	1	1	0	1	0	2	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
class	Chloroplast;Eukaryota (Chloroplast);Archaeplastida (Chloroplast);Chloroplastida (Chloroplast);Chlorophyta (Chloroplast);Pyramimonadophyceae (Chloroplast)	Pyramimonadophyceae (Chloroplast)	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
class	Chloroplast;Eukaryota (Chloroplast);Excavata (Chloroplast);Discoba (Chloroplast);Euglenozoa (Chloroplast);Euglenida (Chloroplast)	Euglenida (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Chloroplast;Eukaryota (Chloroplast);Hacrobia (Chloroplast);Haptophyta (Chloroplast);Pavlovophyceae (Chloroplast);Pavlovales (Chloroplast)	Pavlovales (Chloroplast)	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
class	Chloroplast;Eukaryota (Chloroplast);Hacrobia (Chloroplast);Haptophyta (Chloroplast);Prymnesiophyceae (Chloroplast);Phaeocystales (Chloroplast)	Phaeocystales (Chloroplast)	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
class	Chloroplast;Eukaryota (Chloroplast);Hacrobia (Chloroplast);Haptophyta (Chloroplast);Prymnesiophyceae (Chloroplast);Prymnesiales (Chloroplast)	Prymnesiales (Chloroplast)	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Chloroplast;Eukaryota (Chloroplast);Hacrobia (Chloroplast);Haptophyta (Chloroplast);Prymnesiophyceae (Chloroplast);Zygodiscales (Chloroplast)	Zygodiscales (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Enterobacterales	Enterobacterales	37	6	5	9	6	14	23	26	12	13	8	23	12	10	2	8	16	6	13	9	15	11	5	17	1	21	6	13	21	18	13	9	6	3	5	7	5	6	11	14	5	16	13	2	18	23	17	24	8	27	7	27	27	3	4	13	23	10	11	4	6	9	10	3	4	10	18	9	18	11	5	10	21	5	3	26	5	7	3	14	4	16	8	30	10	4	6	6	8	12	3	5	10	37	6	35	15	1	11	19	4	20	10	15	7	14	4	5	9	10	18	6	16	17	28	22	18	7	3	11	12	13	6	21	15	6	44	10	9	6	19	12	7	12	4	4	19	12	5	6	42	13	8	7	9	13	28	3	14
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales	Pseudomonadales	63	23	22	12	19	36	54	35	29	24	27	49	24	43	11	24	39	48	25	14	31	43	10	39	10	59	20	32	49	50	34	18	34	13	20	22	13	20	31	30	13	53	51	17	32	48	36	41	30	59	23	74	58	20	15	44	51	46	44	19	14	37	35	19	20	28	33	45	50	29	21	38	57	19	9	61	30	47	23	23	19	32	28	56	33	30	26	12	11	41	15	19	32	65	21	58	36	13	49	55	51	32	24	56	24	28	21	40	48	20	54	22	37	43	60	51	52	13	18	19	22	32	25	50	45	20	67	34	33	24	49	33	30	26	21	20	41	39	42	22	69	40	17	24	25	29	64	17	38
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Burkholderiales	Burkholderiales	20	6	5	1	4	12	6	6	5	7	2	1	2	10	3	5	10	10	5	1	10	8	5	9	5	6	6	8	3	2	9	4	7	2	5	6	3	6	2	6	3	14	16	7	6	11	9	9	7	5	4	6	4	5	2	13	1	8	8	5	2	10	5	7	3	9	7	9	13	9	7	8	4	3	4	5	8	12	10	2	5	7	2	20	6	6	2	3	3	4	0	4	9	13	9	20	8	5	13	11	11	8	0	20	4	6	8	8	10	0	14	9	0	9	3	10	2	0	9	5	3	7	4	3	13	1	18	6	7	6	10	3	10	3	11	6	9	7	6	7	19	5	6	5	4	3	6	3	5
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Xanthomonadales	Xanthomonadales	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	3	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	2	2	0	0	0	1	2	0	0	1	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Chromatiales	Chromatiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Coxiellales	Coxiellales	12	0	16	4	10	13	28	20	14	0	10	30	12	17	12	0	2	12	7	1	17	5	0	29	3	28	1	7	26	18	20	4	19	7	5	17	5	21	28	25	3	16	26	0	19	22	24	3	15	32	8	23	13	0	10	26	27	12	9	0	4	9	12	4	16	19	30	14	23	15	19	3	22	7	6	28	0	17	1	11	6	17	4	10	12	1	3	2	3	27	1	13	35	6	0	10	25	1	18	24	8	12	6	16	5	10	0	10	12	6	0	7	17	2	17	17	22	3	5	2	13	29	2	29	15	3	8	14	7	21	18	20	1	5	0	1	24	20	10	0	7	16	14	0	12	24	29	6	15
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Cardiobacteriales	Cardiobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Halothiobacillales	Halothiobacillales	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;UBA10353 marine group	UBA10353 marine group	5	0	0	0	0	2	17	1	1	0	1	15	1	2	0	0	2	2	0	0	0	2	0	1	0	18	1	2	14	17	2	0	2	0	0	3	0	0	3	2	0	2	3	0	1	3	1	3	0	9	0	9	12	0	0	2	11	2	3	0	0	2	5	1	0	2	1	2	2	2	1	0	12	0	0	11	0	2	0	0	0	1	0	1	6	0	0	0	0	4	0	0	2	1	0	4	1	0	2	3	2	1	1	3	0	2	0	2	2	0	0	1	11	1	12	3	13	0	0	0	4	1	0	13	2	0	3	1	2	0	2	3	0	1	0	1	1	2	3	1	3	6	0	0	0	3	13	0	3
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Legionellales	Legionellales	2	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	0	0	0	1	0	0	1	0	0	7	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	3	0	1	0	0	1	0	0	0	0	0	1	0	1	2	1	0	0	0	0	3	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Methylococcales	Methylococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Salinisphaerales	Salinisphaerales	0	0	3	0	0	0	2	0	0	0	1	0	4	1	1	0	0	4	0	0	0	1	0	0	0	2	0	0	0	3	0	0	1	0	1	4	0	0	1	0	0	0	2	0	0	0	0	1	2	1	1	1	3	0	0	2	3	5	1	0	0	3	0	0	1	0	0	0	0	2	0	0	1	1	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	4	0	1	0	0	2	3	3	0	1	4	0	4	0	3	2	0	2	0	0	0	4	0	4	0	0	0	2	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0	0	0	1	1	1	3
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales	Ectothiorhodospirales	2	0	1	1	0	1	1	1	2	0	1	1	0	1	2	0	1	0	1	1	1	1	0	2	1	1	0	0	1	1	2	1	0	1	1	0	0	1	1	0	0	0	0	0	2	4	0	5	3	1	2	1	0	0	1	0	0	0	0	0	1	0	0	1	3	0	2	2	0	1	3	0	2	1	1	0	0	2	1	3	1	0	0	2	1	0	2	0	0	0	0	1	1	2	0	1	1	2	0	2	0	2	0	0	0	2	0	1	2	3	0	2	1	1	0	1	0	1	1	1	0	0	0	1	0	0	4	1	1	1	1	0	0	0	0	0	1	2	1	0	3	0	1	0	1	1	1	1	2
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Francisellales	Francisellales	1	0	0	0	0	1	4	1	0	0	2	3	2	1	0	0	1	2	0	0	1	2	0	3	0	6	0	0	3	2	2	0	2	0	0	0	0	0	2	2	0	2	3	0	1	2	2	3	2	3	1	2	5	0	0	0	4	4	5	0	0	3	0	0	0	1	3	4	2	1	0	0	3	0	0	2	0	3	0	1	2	1	0	1	0	0	1	0	0	0	0	0	2	4	0	3	2	1	2	3	1	1	0	2	0	0	0	2	3	1	0	1	2	1	4	1	1	0	0	1	0	1	0	3	3	0	3	1	0	0	1	0	0	0	0	0	2	3	2	0	4	0	0	0	0	2	3	0	2
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Competibacterales	Competibacterales	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
